id_text,lemma,designation,ancient_author,ancient_recipient,archive,cdli_id,sender_loc,volume,regnal_dates,ruler,cdli_id.1,genre,provenience,pleiades_coord,pleiades_id
P334587,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ahu-lurši[1]PN kāribu[one-who-blesses]N ša[that]REL ana[to]PRP balāṭu[live]V napištu[throat]N ša[of]DET šarru[king]N bēlu[lord]N ūmussu[daily]AV Bel[1]DN Nabu[1]DN ṣullû[beseech]V Nabu[1]DN Marduk[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V Bel[1]DN Nabu[1]DN _ _ _ _ _ _ _ _ _ _ u[and]CNJ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP ina[in]PRP Nisannu[Nisan]MN ina[in]PRP pānu[front]N alāku[go]V adi[until]PRP ūmu[day]N _ ša[of]DET dir-Addari[intercalary-Adar-(XIIIth-month)]MN dullu[trouble]N gamāru[complete]V ūmu[day]N _ dir-Addari[intercalary-Adar-(XIIIth-month)]MN ištu[from]PRP Dur-Šarruken[1]GN aṣû[go-out]V adi[until]PRP lā[not]MOD Nisannu[Nisan]MN pānu[front]N šarru[king]N bēlu[lord]N anāku[I]IP Nabu[1]DN Marduk[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ša[that]REL šarru[king]N bēlu[lord]N ana[to]PRP Babili[Babylon]GN qerû[call]V Bel[1]DN amāru[see]V Bel[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V pānu[front]N ša[of]DET šarru[king]N bēlu[lord]N amāru[see]V qaqqaru[ground]N pānu[front]N šarru[king]N bēlu[lord]N našāqu[kiss]V šarru[king]N bēlu[lord]N ṭēmu[(fore)thought]N šakānu[put]V _ _ _ _ šarru[king]N bēlu[lord]N _ _ _ _,SAA 01 131,Ahu-lurši,the king,099 - Miscellaneous,P334587,Dur-Sharruken,SAA 1,721–705 BC,Sargon II,P334587,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334588,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Tariba-Issar[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP šiddu[length]N hūlu[way]N ša[of]DET šarru[king]N pānu[front]N kirû[garden]N izuzzu[stand]V šarru[king]N uznu[ear]N lā[not]MOD šakānu[put]V išti[with]PRP Raṣappaya[1]PN dabābu[speak]V ana[to]PRP Adian[1]GN alāku[go]V pānu[front]N rabû[big-one]N mūgu[contingent]N qabû[say]V memēni[somebody]XP lā[not]MOD aṣû[go-out]V šulmu[completeness]N lā[not]MOD qabû[say]V palāhu[fear]V annûri[now]AV _ meʾatu[(one)-hundred]NU kurummatu[ration]N ina[in]PRP Kilizi[1]GN pahāru[gather]V tadānu[give]V šumma[if]MOD šarru[king]N qabû[say]V mā[saying]PRP kurummatu[ration]N ša[of]DET _ ēkallu[palace]N pahāru[gather]V ina[in]PRP Adian[1]GN pahāru[gather]V ina[in]PRP Arbail[Arbela]GN pahāru[gather]V _ _ _ _ kurummatu[ration]N lā[not]MOD karru[put-down]AJ _ _ _ _ šunu[they]IP anāku[I]IP _ _ _ _ _ Ṣil-Bel[1]PN _ _ _ _ _,SAA 01 160,Tariba-Issar,the king,099 - Miscellaneous,P334588,Assyria,SAA 1,721–705 BC,Sargon II,P334588,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334592,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Nabu-belu-uṣur[1]PN Dinanu[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ana[to]PRP muhhu[skull]N nišu[people]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ meʾatu[(one)-hundred]NU _ napištu[throat]N qātu[hand]N Bar-Ṣaruri[1]PN ša-qurbūti[close-follower]N wabālu[bring]V ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N _ _ _ lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N,SAA 01 258,several,the king,099 - Miscellaneous,P334592,Western Assyria,SAA 1,721–705 BC,Sargon II,P334592,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334598,_ _ _ _ ina[in]PRP qabaltu[middle]N _ _ _ imēru[unit]N kurummatu[ration]N _ meʾatu[(one)-hundred]NU maqarratu[bale-(of-straw)]N ša[of]DET tibnu[straw]N ša[of]DET _ ūmu[day]N našû[lift]V awātu[word]N šarru[king]N zakāru[speak]V Aššur-belu-taqqin[1]PN šaknu[appointee]N ina[in]PRP Kapar-Diqarate[1]GN ina[in]PRP madbaru[steppe]N _ imēru[unit]N kurummatu[ration]N kurdiššu[(a-storage-facility-for-straw)]N ša[of]DET tibnu[straw]N našû[lift]V ikkaru[farmer]N ēkallu[palace]N ṣabātu[seize]V ana[to]PRP pūhu[exchange]N _ _ našû[lifted]AJ _ _ tadānu[give]V _ _ _ _ _ ša[of]DET lā[not]MOD pīhātu[responsibility]N _ _ _ _ petû[open]V šarru[king]N bēlu[lord]N lū[may]MOD wadû[know]V,SAA 01 105,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334598,Ashur,SAA 1,721–705 BC,Sargon II,P334598,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334610,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Samnuha-belu-uṣur[1]PN šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N dullu[trouble]N šarru[king]N ina[in]PRP muhhu[skull]N dannu[strong]AJ ṣābu[people]N kūṣu[coldness]N harpu[early]AJ _ _ _ _ ša[that]REL paṭāru[loosen]V ištu[from]PRP pānu[front]N dullu[trouble]N šarru[king]N ina[in]PRP libbu[interior]N dannatu[fortified-(place)]N erēbu[enter]V šarru[king]N bēlu[lord]N ša-qurbūti[close-follower]N paqādu[entrust]V aṣû[go-out]V dullu[trouble]N ša[of]DET šarru[king]N epēšu[do]V Samnuha-bessunu[1]PN Šadikannaya[from-Šadikanni]EN _ _ _ _ _ _ _ _ _ kullu[hold]V _ _ libbu[interior]N ina[in]PRP šaplu[underside]N Kannuʾaya[1]EN erēbu[enter]V,SAA 01 224,Samnuha-belu-uṣur,the king,099 - Miscellaneous,P334610,Shadikanni,SAA 1,721–705 BC,Sargon II,P334610,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334621,ana[to]PRP Nabu-duru-uṣur[1]PN bēlu[lord]N ardu[slave]N Remutu[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP bēlu[lord]N ištu[from]PRP libbu[interior]N ēkallu[palace]N šapāru[send]V mā[saying]PRP erbû[locust]N ammar[as-much-as]REL esēpu[gather-together]V ammar[as-much-as]REL dâku[kill]V šaṭāru[write]V ina[in]PRP ēkallu[palace]N wabālu[bring]V ūma[today]AV annûri[now]AV šaṭāru[write]V ina[in]PRP muhhu[skull]N bēlu[lord]N wabālu[bring]V _ imēru[unit]N Apku[1]GN adi[until]PRP kapru[village]N _ _ _ ištēniš[together]AV _ imēru[unit]N kapru[village]N _ anāku[I]IP _ _ _ _ _ _ imēru[unit]N _ adi[until]PRP kapru[village]N _ imēru[unit]N Ṭabtaya[1]GN _ _ _ _ _ _ birti[between]PRP _ _ _ _ _ _ _ akī[as]PRP qallu[light]AJ esēpu[gather-together]V _ _ _ ina[in]PRP libbu[interior]N sūtu[unit]N mahāṣu[beat]V ina[in]PRP libbu[interior]N madādu[measure-(out)]V akī[as]PRP danānu[be(come)-strong]V ina[in]PRP qablu[hips]N ugāru[(communally-controlled)-meadow]N dâku[kill]V bēlu[lord]N ina[in]PRP ēkallu[palace]N šemû[hear]V anāku[I]IP Ilu-iqbi[1]PN issahîš[together]AV dâku[kill]V,SAA 01 221,Remutu,Nabu-duru-uṣur,099 - Miscellaneous,P334621,Lower Habur Region,SAA 1,721–705 BC,Sargon II,P334621,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334631,ana[to]PRP Nabu-duru-uṣur[1]PN ṭuppu[tablet]N Ilaʾi-Bel[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP bēlu[lord]N Tarriki-hallu[1]PN šušānu[horse-trainer]N _ _ ina[in]PRP muhhu[skull]N mašqû[watering-place]N ša[that]REL bēlu[lord]N erēšu[request]V _ _ māru[son]N šipru[sending]N ša[of]DET bēlu[lord]N alāku[go]V _ _ _ _ šanû[(an)other]AJ awātu[word]N kanīku[sealed-document]N _ _ _ _ _ _ _ _ _ _ ina[in]PRP bītu[house]N _ _ _ _ _ _ _,SAA 01 215,Ila’i-Bel,Nabu-duru-uṣur,099 - Miscellaneous,P334631,Middle Euphrates Region,SAA 1,721–705 BC,Sargon II,P334631,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334632,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Nabu-deni-epuš[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N gušūru[tree-trunk]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ _ _ _ _ nāru[river]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ māru[son]N šarru[king]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ šarru[king]N bēlu[lord]N _ _ _ _ _ gušūru[tree-trunk]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 151,Nabu-deni-epuš,the king,099 - Miscellaneous,P334632,Nineveh,SAA 1,721–705 BC,Sargon II,P334632,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334634,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Samnuha-belu-uṣur[1]PN šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N ziqpu[shoot]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V _ līm[thousand]NU ziqpu[shoot]N ša[of]DET hašhūru[apple-(tree)]N bīt[where]SBJ _ bīt[where]SBJ _ _ _ nasāhu[tear-out]V _ _ _ _ _ ša-qurbūti[close-follower]N _ _ _ _,SAA 01 222,Samnuha-belu-uṣur,the king,099 - Miscellaneous,P334634,Shadikanni,SAA 1,721–705 BC,Sargon II,P334634,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334643,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Bel-liqbi[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N mātu[land]N nagû[region]N ša[of]DET šarru[king]N šulmu[completeness]N _ Arbaya[Arab]EN ana[to]PRP bītānu[interior]N erēbu[enter]V zunnu[rain]N ana[to]PRP _ _ erēbu[enter]V _ šunu[they]IP erēbu[enter]V aṣû[go-out]V _ _ imeru[(meaning-unclear)]N _ _ _ _ ša[that]REL ana[to]PRP _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ anāku[I]IP maṣṣartu[observation]N ša[of]DET madbaru[steppe]N naṣāru[guard]V maṣṣartu[observation]N dannu[strong]AJ adanniš[very-much]AV,SAA 01 178,Bel-liqbi,the king,099 - Miscellaneous,P334643,Zobah,SAA 1,721–705 BC,Sargon II,P334643,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334644,ina[in]PRP muhhu[skull]N dullu[trouble]N ša[of]DET _ _ _ ša[that]REL ana[to]PRP šarru[king]N bēlu[lord]N šapāru[send]V itinnu[builder]N ša[that]REL _ _ _ karāku[roll-up]V ištēn[one]NU pīlu[limestone]N ṣabātu[seize]V ištu[from]PRP libbu[interior]N abullu[(city)-gate]N Šamaš[1]DN ana[to]PRP šumēlu[left-side]N alāku[go]V lawû[surround]V kīma[like]PRP _ šāru[wind]N annû[this]DP gamāru[complete]V bīt[where]SBJ pīlu[limestone]N tadānu[give]V alāku[go]V karāru[put-(down)]V issurri[perhaps]AV rabiu[big-one]N ina[in]PRP ēkallu[palace]N qabû[say]V mā[saying]PRP itinnu[builder]N puāgu[take-away-forcibly-from]V _ kī[like]PRP ša[that]REL ana[to]PRP šarru[king]N bēlu[lord]N šapāru[send]V pīlu[limestone]N,SAA 01 165,(unknown),the king,099 - Miscellaneous,P334644,Assyria,SAA 1,721–705 BC,Sargon II,P334644,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334658,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Taklak-ana-Bel[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N Qappataya[Qappatean]EN ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP awīlu[man]N mannu[who?]QP šūtu[he]IP mā[saying]PRP ina[in]PRP issurri[perhaps]AV ālu[city]N dabābu[speak]V mā[saying]PRP ana[to]PRP Dur-Šarruken[1]GN _ _ lā[not]MOD _ _ _ _ _ ša-qurbūti[close-follower]N _ _ _ _ _ _ mā[saying]PRP _ _ _ _ _ _ _ _ _ _ _ _ _ annûri[now]AV _ _ _ _ ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V,SAA 01 238,Taklak-ana-Bel,the king,099 - Miscellaneous,P334658,Naṣibina,SAA 1,721–705 BC,Sargon II,P334658,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334665,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ina-šar-Bel-allak[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Nabu[1]DN Marduk[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ilu[god]N āšibu[sitting]AJ Dur-Šarruken[1]GN ūmu[day]N arku[long]AJ ana[to]PRP šarru[king]N bēlu[lord]N tadānu[give]V _ _ ša[that]REL šarru[king]N bēlu[lord]N _ _ _ _ _ _ šapāru[send]V _ _ erēbu[enter]V ana[to]PRP šarru[king]N bēlu[lord]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ šarru[king]N bēlu[lord]N _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 130,Ina-šar-Bel-allak,the king,099 - Miscellaneous,P334665,Dur-Sharruken,SAA 1,721–705 BC,Sargon II,P334665,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334667,_ _ _ _ _ _ _ _ _ ana[to]PRP īnu[eye]N tibnu[straw]N kissatu[fodder]N ana[to]PRP sisû[horse]N lā[not]MOD tadānu[give]V māru[son]N šipru[sending]N māru[son]N ša[of]DET šarru[king]N bēlu[lord]N alāku[go]V _ amāru[see]V alāku[go]V ina[in]PRP pānu[front]N šarru[king]N bēlu[lord]N qabû[say]V,SAA 01 108,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334667,Ashur,SAA 1,721–705 BC,Sargon II,P334667,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334676,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N erbû[locust]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP šapāru[send]V ina[in]PRP bīt[where]SBJ erbû[locust]N harāṭu[feed-on?]V mā[saying]PRP qēmu[flour]N daprānu[juniper]N qatāru[smoke]V mā[saying]PRP kīma[like]PRP simānu[(right)-occasion]N aṣû[go-out]V nabalkutu[cross-over]V kī[like]PRP udīni[up-till-now]AV egertu[inscribed-tablet]N ša[of]DET ēkallu[palace]N ina[in]PRP muhhu[skull]N lā[not]MOD alāku[go]V šapāru[send]V ina[in]PRP libbu[interior]N mātu[land]N ālu[city]N kapru[village]N ṭēmu[(fore)thought]N šakānu[put]V muk[saying]PRP ina[in]PRP bīt[where]SBJ erbû[locust]N harāṭu[feed-on?]V qēmu[flour]N daprānu[juniper]N qatāru[smoke]V ūma[today]AV simānu[(right)-occasion]N aṣû[go-out]V nabalkutu[cross-over]V,SAA 01 103,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334676,Ashur,SAA 1,721–705 BC,Sargon II,P334676,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334687,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N _ _ _ _ _ lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N _ _ _ _ _ ardu[slave]N ša[of]DET Adad-remanni[1]PN ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP ana[to]PRP Nabu-šumu-iddina[1]PN tadānu[give]V mā[saying]PRP kuzippu[cloak]N _ našû[lift]V halāqu[be(come)-lost]V mā[saying]PRP šapāru[send]V bīt[where]SBJ šūtu[he]IP ṣabātu[seize]V wabālu[bring]V _ ana[to]PRP Barhalza[1]GN alāku[go]V mahāru[face]V ina[in]PRP qātu[hand]N māru[son]N šipru[sending]N _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ ayyu[which?]QP _ _ _ _ ahu[arm]N šēpu[foot]N siparru[bronze]N parzillu[iron]N šakānu[put]V ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V,SAA 01 246,Taklak-ana-Bel,the king,099 - Miscellaneous,P334687,Naṣibina,SAA 1,721–705 BC,Sargon II,P334687,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334689,ana[to]PRP šarru[king]N mātu[land]N bēlu[lord]N ardu[slave]N mušarkisu[(military)-procurement-officer]N ša[of]DET sisû[horse]N lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP _ _ _ _ mādu[many]AJ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ kī[like]PRP _ _ _ _ _ dullu[trouble]N _ _ _ _ _ _ _ _ _ _ šīti[she]IP _ _ _ lā[not]MOD šâṭu[despise]V maṣṣartu[observation]N _ _ _ dannu[strong]AJ,SAA 01 162,several,the king,099 - Miscellaneous,P334689,Assyria,SAA 1,721–705 BC,Sargon II,P334689,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334693,_ _ _ _ _ _ _ _ _ _ _ _ _ mā[saying]PRP ina[in]PRP muhhu[skull]N nasāhu[tear-out]V ša[of]DET bītu[house]N abu[father]N _ _ _ _ dabābu[speak]V Bel-nuri[1]PN annû[this]DP ina[in]PRP lišānu[tongue]N lā[not]MOD kīnu[permanent]AJ _ _ _ _ atta[you]IP našû[lift]V kī[like]PRP kunukku[seal]N ina[in]PRP labiānu[neck(‑tendons)]N karāru[put-(down)]V ištu[from]PRP muhhu[skull]N annû[this]DP ištu[from]PRP pānu[front]N rabû[big-one]N bītūtu[of-the-house]N petû[open]V našû[lift]V ina[in]PRP qabaltu[middle]N Arrapha[1]GN ina[in]PRP bītu[house]N ašābu[sit-(down)]V kayyamānu[permanent]AJ karṣu[slander]N ša[of]DET Arraphaya[1]EN ina[in]PRP pānu[front]N akālu[eat]V māru[son]N Arrapha[1]GN ina[in]PRP pû[mouth]N patru[sword]N šakānu[put]V ina[in]PRP dāt[behind]PRP ištu[from]PRP Arrapha[1]GN nasāhu[tear-out]V ina[in]PRP Lubda[1]GN paqādu[entrust]V šina[they-(f.)]IP šina[they-(f.)]IP dullu[trouble]N lā[not]MOD šanû[do-twice]V Bel-nuri[1]PN lā[not]MOD ša[of]DET eqlu[field]N damqu[good]AJ šū[he]IP u[and]CNJ lā[not]MOD ina[in]PRP bītu[house]N kāṣiru[tailor]N ša[of]DET bītu[house]N bēlu[lord]N šū[he]IP lā[not]MOD qabû[say]V nuk[saying]PRP ina[in]PRP libbu[interior]N râmu[love]V ina[in]PRP libbu[interior]N mīnu[what?]QP lā[not]MOD râmu[love]V ša[that]REL ana[to]PRP Bel-nuri[1]PN râmu[love]V ša[that]REL kī[like]PRP kunukku[seal]N annû[this]DP birti[between]PRP īnu[eye]N madādu[measure-(out)]V _ _ _ _ _ izuzzu[stand]V _ _ _ _ _ _ _ _ ana[to]PRP mazzizu[standing]N pānu[front]N _ _ _ _ _ _ ahu[arm]N _ _ _ _,SAA 01 012,the king,(unknown),099 - Miscellaneous,P334693,Royal Court,SAA 1,721–705 BC,Sargon II,P334693,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334699,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ištu[from]PRP ēkallu[palace]N šapāru[send]V ina[in]PRP muhhu[skull]N mā[saying]PRP _ meʾatu[(one)-hundred]NU _ epertu[(baked)-brickwork]N ša[of]DET atbaru[basalt]N batāqu[cut-off]V matāhu[lift]V ana[to]PRP Ninua[Nineveh]GN wabālu[bring]V annûri[now]AV batāqu[cut-off]V matāhu[lift]V ana[to]PRP Ninua[Nineveh]GN alāku[go]V šumma[if]MOD ana[to]PRP bītu[house]N ramāku[bathing]N ša[of]DET ilu[god]N šū[he]IP _ _ matāhu[lift]V _ _ _ _ _ _ _ _ _ _,SAA 01 058,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334699,Royal Court,SAA 1,721–705 BC,Sargon II,P334699,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334709,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Pan-Aššur-lamur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP ūmu[day]N ša[that]REL egertu[inscribed-tablet]N annû[this]DP amāru[see]V _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ haramma[later]AV mugerru[chariot]N _ _ _ _ _ ina[in]PRP muhhu[skull]N ukullû[provisions]N _ _ _ _ _ _,SAA 01 156,Pan-Aššur-lamur,the king,099 - Miscellaneous,P334709,Royal Court,SAA 1,721–705 BC,Sargon II,P334709,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334715,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Bel-liqbi[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N maṣṣartu[observation]N ša[of]DET madbaru[steppe]N dannu[strong]AJ libbu[interior]N ša[of]DET šarru[king]N bēlu[lord]N lū[may]MOD ṭābu[good]AJ šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP ana[to]PRP šušānu[horse-trainer]N kusāpu[bread]N tadānu[give]V ūma[today]AV _ _ _ alāku[go]V qabû[say]V muk[saying]PRP _ _ _ mā[saying]PRP ana[to]PRP yâšim[to-me]IP šarru[king]N ṭēmu[(fore)thought]N _ _ _ šakānu[put]V mā[saying]PRP ša[of]DET _ arhu[month]N _ _ našû[lift]V lā[not]MOD magāru[consent]V lā[not]MOD tadānu[give]V alāku[go]V ina[in]PRP libbu[interior]N ištēn[one]NU ālu[city]N padakku[(a-grain-storage-facility)]N petû[open]V mādidu[measuring-official-(for-grain-etc.)]N arādu[go-down]V ša[of]DET ṣābu[people]N šalmu[intact]AJ _ _ karāru[put-(down)]V alāku[go]V išti[with]PRP dabābu[speak]V muk[saying]PRP atā[why?]QP gerru[way]N ramānu[self]N ša[of]DET lā[not]MOD šanû[second]NU karmu[heap]N ša[of]DET šarru[king]N petû[open]V īnu[eye]N ina[in]PRP muhhu[skull]N lā[not]MOD karāru[put-(down)]V mā[saying]PRP Nisannu[Nisan]MN šammu[plant(s)]N maqātu[fall]V sisû[horse]N mā[saying]PRP maqātu[fall]V lā[not]MOD maṣû[correspond]V ša[of]DET Nisannu[Nisan]MN gabbu[totality]N kissatu[fodder]N _ _ _ karāru[put-(down)]V ša[of]DET _ ūmu[day]N Aššur-dalal[1]PN ša[of]DET _ ūmu[day]N _ _ _ karāru[put-(down)]V šū[he]IP ša[of]DET Simanu[Sivan]MN karāru[put-(down)]V ša[of]DET sisû[horse]N maqtu[fallen]AJ mišlu[half]NU kissatu[fodder]N kasāpu[break-(into-bits)]V mišlu[half]NU lā[not]MOD kasāpu[break-(into-bits)]V sisû[horse]N šarru[king]N bēlu[lord]N tadānu[give]V _ _ _ _ padakku[(a-grain-storage-facility)]N petû[open]V _ _ dabābu[speak]V _ _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 181,Bel-liqbi,the king,099 - Miscellaneous,P334715,Zobah,SAA 1,721–705 BC,Sargon II,P334715,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
